Region,RegionName,StateName,CountyName,CityName,ForecastYoYPctChange
City,Windsor Heights,IA,Polk County,Windsor Heights,3.0
City,Windsor Locks,CT,Hartford County,Windsor Locks,4.7
City,Windsor Mill,MD,Baltimore County,Windsor Mill,1.8
City,Windsor Place,MO,Cooper County,Windsor Place,8.9
City,Windsor Township,PA,Berks County,Windsor Township,5.1
City,Windthorst,TX,Archer County,Windthorst,4.5
City,Windyville,MO,Dallas County,Windyville,6.2
City,Winfall,NC,Perquimans County,Winfall,8.0
City,Winfield,IL,DuPage County,Winfield,3.8
City,Winfield,MO,Lincoln County,Winfield,3.5
City,Winfield,WV,Putnam County,Winfield,3.9
City,Winfield,AL,Marion County,Winfield,4.8
City,Winfield,IA,Henry County,Winfield,1.8
City,Winfield,TX,Titus County,Winfield,4.0
City,Winfield,KS,Cowley County,Winfield,2.3
City,Winfield,TN,Scott County,Winfield,1.9
City,Winfield Township,PA,Butler County,Winfield Township,2.9
City,Wing,AL,Escambia County,Wing,4.6
City,Wingate,IN,Montgomery County,Wingate,4.9
City,Wingate,TX,Taylor County,Wingate,14.4
City,Wingate,MD,Dorchester County,Wingate,-0.8
City,Wingate,NC,Union County,Wingate,5.3
City,Winger,MN,Polk County,Winger,2.0
City,Wingett Run,OH,Washington County,Wingett Run,7.1
City,Wingina,VA,Nelson County,Wingina,2.8
City,Wingo,KY,Graves County,Wingo,5.1
City,Winhall,VT,Bennington County,Winhall,3.5
City,Winifred,MT,Fergus County,Winifred,-15.2
City,Winigan,MO,Sullivan County,Winigan,15.4
City,Wink,TX,Winkler County,Wink,2.1
City,Winlock,WA,Lewis County,Winlock,9.5
City,Winnabow,NC,Brunswick County,Winnabow,-2.4
City,Winnebago,IL,Winnebago County,Winnebago,3.2
City,Winnebago,MN,Faribault County,Winnebago,3.9
City,Winneconne,WI,Winnebago County,Winneconne,2.5
City,Winnemucca,NV,Humboldt County,Winnemucca,1.0
City,Winnetka,IL,Cook County,Winnetka,4.5
City,Winnetoon,NE,Knox County,Winnetoon,-10.0
City,Winnfield,LA,Winn Parish,Winnfield,4.0
City,Winnie,TX,Chambers County,Winnie,0.8
City,Winnsboro,SC,Fairfield County,Winnsboro,1.6
City,Winnsboro,TX,Wood County,Winnsboro,2.3
City,Winnsboro,LA,Franklin Parish,Winnsboro,1.7
City,Winona,OH,Columbiana County,Winona,4.9
City,Winona,MO,Shannon County,Winona,2.5
City,Winona,WV,Fayette County,Winona,2.3
City,Winona,MN,Winona County,Winona,3.2
City,Winona,TX,Smith County,Winona,-9.8
City,Winona,MS,Montgomery County,Winona,-2.0
City,Winona Lake,IN,Kosciusko County,Winona Lake,5.3
City,Winooski,VT,Chittenden County,Winooski,4.4
City,Winside,NE,Wayne County,Winside,3.6
City,Winslow,AR,Washington County,Winslow,30.2
City,Winslow,IL,Stephenson County,Winslow,4.9
City,Winslow,AZ,Navajo County,Winslow,6.0
City,Winslow,IN,Pike County,Winslow,4.7
City,Winslow,NE,Dodge County,Winslow,3.1
City,Winslow,ME,Kennebec County,Winslow,4.7
City,Winslow Township,NJ,Camden County,Winslow Township,-4.6
City,Winsted,CT,Litchfield County,Winsted,3.2
City,Winsted,MN,McLeod County,Winsted,3.8
City,Winston,NM,Sierra County,Winston,3.7
City,Winston,MO,Daviess County,Winston,5.7
City,Winston,OR,Douglas County,Winston,3.6
City,Winston,GA,Douglas County,Winston,4.8
City,Winston-Salem,NC,Forsyth County,Winston-Salem,4.6
City,Winter,WI,Sawyer County,Winter,7.2
City,Winter Garden,FL,Orange County,Winter Garden,4.6
City,Winter Harbor,ME,Hancock County,Winter Harbor,4.5
City,Winter Haven,FL,Polk County,Winter Haven,3.4
City,Winter Park,CO,Grand County,Winter Park,4.9
City,Winter Park,FL,Orange County,Winter Park,5.0
City,Winter Springs,FL,Seminole County,Winter Springs,3.7
City,Winterport,ME,Waldo County,Winterport,4.6
City,Winters,CA,Yolo County,Winters,9.3
City,Winters,TX,Runnels County,Winters,9.6
City,Winterset,IA,Madison County,Winterset,3.5
City,Wintersville,OH,Jefferson County,Wintersville,3.7
City,Winterville,GA,Clarke County,Winterville,7.7
City,Winterville,NC,Pitt County,Winterville,5.5
City,Winterville Plantation,ME,Aroostook County,Winterville Plantation,3.5
City,Winthrop,MA,Suffolk County,Winthrop,4.7
City,Winthrop,WA,Okanogan County,Winthrop,4.2
City,Winthrop,AR,Little River County,Winthrop,3.6
City,Winthrop,IA,Buchanan County,Winthrop,4.1
City,Winthrop,MN,Sibley County,Winthrop,4.3
City,Winthrop,ME,Kennebec County,Winthrop,3.5
City,Winthrop Harbor,IL,Lake County,Winthrop Harbor,4.5
City,Winton,CA,Merced County,Winton,6.4
City,Winton,NC,Hertford County,Winton,5.8
City,Winton,MN,Saint Louis County,Winton,4.8
City,Wiota,IA,Cass County,Wiota,2.3
City,Wirt,MN,Itasca County,Wirt,8.6
City,Wirtz,VA,Franklin County,Wirtz,4.0
City,Wiscasset,ME,Lincoln County,Wiscasset,4.8
City,Wisconsin Dells,WI,Adams County,Wisconsin Dells,5.4
City,Wisconsin Rapids,WI,Wood County,Wisconsin Rapids,3.8
City,Wisdom,MT,Beaverhead County,Wisdom,2.6
City,Wise,VA,Wise County,Wise,2.6
City,Wise River,MT,Beaverhead County,Wise River,1.6
City,Wisner,NE,Cuming County,Wisner,3.7
City,Wisner,LA,Franklin Parish,Wisner,11.0
City,Wister,OK,LeFlore County,Wister,0.9
City,Withee,WI,Clark County,Withee,3.1
City,Witherbee,NY,Essex County,Witherbee,7.2
City,Witt,IL,Montgomery County,Witt,2.8
City,Wittenberg,WI,Shawano County,Wittenberg,3.2
City,Wittensville,KY,Johnson County,Wittensville,1.1
City,Witter,AR,Madison County,Witter,5.4
City,Wittman,MD,Talbot County,Wittman,5.0
City,Witts Springs,AR,Searcy County,Witts Springs,3.9
City,Wixom,MI,Oakland County,Wixom,3.6
City,Wixon Valley,TX,Brazos County,Wixon Valley,9.0
City,Woburn,MA,Middlesex County,Woburn,4.9
City,Woden,IA,Hancock County,Woden,5.6
City,Wofford Heights,CA,Kern County,Wofford Heights,-3.2
City,Wolcott,CT,New Haven County,Wolcott,3.5
City,Wolcott,IN,White County,Wolcott,5.9
City,Wolcott,CO,Eagle County,Wolcott,3.5
City,Wolcott,VT,Lamoille County,Wolcott,3.0
City,Wolcottville,IN,Lagrange County,Wolcottville,3.1
City,Wolf Creek,OR,Josephine County,Wolf Creek,3.9
City,Wolf Creek,MT,Lewis and Clark County,Wolf Creek,5.5
City,Wolf Lake,IL,Union County,Wolf Lake,-39.7
City,Wolf Lake,MN,Becker County,Wolf Lake,2.0
City,Wolf Lake,MI,Muskegon County,Wolf Lake,6.5
City,Wolf Point,MT,Roosevelt County,Wolf Point,3.5
City,Wolf River,WI,Winnebago County,Wolf River,5.2
City,Wolf Township,PA,Lycoming County,Wolf Township,5.0
City,Wolfe City,TX,Hunt County,Wolfe City,-12.2
City,Wolfeboro,NH,Carroll County,Wolfeboro,4.1
City,Wolfforth,TX,Lubbock County,Wolfforth,6.7
City,Wolford,VA,Buchanan County,Wolford,2.7
City,Wolsey,SD,Beadle County,Wolsey,0.0
City,Wolverine,MI,Cheboygan County,Wolverine,2.7
City,Wolverine Lake,MI,Oakland County,Wolverine Lake,4.0
City,Wolverton,MN,Wilkin County,Wolverton,2.1
City,Womelsdorf,PA,Berks County,Womelsdorf,5.3
City,Womelsdorf (Coalton),WV,Randolph County,Womelsdorf (Coalton),-22.7
City,Womens Bay,AK,Kodiak Island Borough,Womens Bay,3.6
City,Wonder Lake,IL,McHenry County,Wonder Lake,3.2
City,Wonewoc,WI,Juneau County,Wonewoc,5.1
City,Wood Dale,IL,DuPage County,Wood Dale,3.8
City,Wood Heights,MO,Ray County,Wood Heights,4.4
City,Wood Lake,MN,Yellow Medicine County,Wood Lake,3.7
City,Wood Ridge,NJ,Bergen County,Wood Ridge,5.5
City,Wood River,IL,Madison County,Wood River,2.2
City,Wood River,NE,Hall County,Wood River,5.5
City,Wood Village,OR,Multnomah County,Wood Village,3.6
City,Woodacre,CA,Marin County,Woodacre,3.5
City,Woodall,OK,Cherokee County,Woodall,5.1
City,Woodbine,GA,Camden County,Woodbine,3.6
City,Woodbine,IA,Harrison County,Woodbine,4.2
City,Woodbine,KS,Dickinson County,Woodbine,-6.0
City,Woodbine,KY,Whitley County,Woodbine,7.1
City,Woodbine,NJ,Cape May County,Woodbine,6.5
City,Woodbine,MD,Howard County,Woodbine,3.7
City,Woodbourne,PA,Bucks County,Woodbourne,3.3
City,Woodbourne-Hyde Park,OH,Montgomery County,Woodbourne-Hyde Park,4.5
City,Woodbranch,TX,Montgomery County,Woodbranch,3.5
City,Woodbridge,VA,Prince William County,Woodbridge,3.9
City,Woodbridge,CA,San Joaquin County,Woodbridge,5.1
City,Woodbridge,CT,New Haven County,Woodbridge,3.5
City,Woodburn,KY,Warren County,Woodburn,4.2
City,Woodburn,IN,Allen County,Woodburn,5.7
City,Woodburn,IA,Clarke County,Woodburn,4.2
City,Woodburn,OR,Marion County,Woodburn,4.4
City,Woodbury,GA,Meriwether County,Woodbury,6.0
City,Woodbury,MN,Washington County,Woodbury,4.3
City,Woodbury,NJ,Gloucester County,Woodbury,6.0
City,Woodbury,TN,Cannon County,Woodbury,6.0
City,Woodbury,CT,Litchfield County,Woodbury,3.4
City,Woodbury,VT,Washington County,Woodbury,-1.4
City,Woodbury,NY,Nassau County,Woodbury,3.2
City,Woodbury,KY,Butler County,Woodbury,-9.4
City,Woodbury Heights,NJ,Gloucester County,Woodbury Heights,2.4
City,Woodbury Township,PA,Bedford County,Woodbury Township,3.3
City,Woodbury Township,PA,Blair County,Woodbury Township,5.6
City,Woodcliff Lake,NJ,Bergen County,Woodcliff Lake,4.5
City,Woodcreek,TX,Hays County,Woodcreek,4.0
City,Woodfin,NC,Buncombe County,Woodfin,7.9
City,Woodford,VA,Caroline County,Woodford,4.0
City,Woodford,VT,Bennington County,Woodford,-4.0
City,Woodford,SC,Orangeburg County,Woodford,2.0
City,Woodhaven,MI,Wayne County,Woodhaven,5.0
City,Woodhull,IL,Henry County,Woodhull,3.8
City,Woodinville,WA,King County,Woodinville,4.5
City,Woodlake,CA,Tulare County,Woodlake,20.3
City,Woodland,AL,Randolph County,Woodland,5.2
City,Woodland,UT,Summit County,Woodland,4.8
City,Woodland,ME,Washington County,Woodland,19.2
City,Woodland,NC,Northampton County,Woodland,-2.0
City,Woodland,WA,Cowlitz County,Woodland,3.7
City,Woodland,MI,Barry County,Woodland,4.5
City,Woodland,MS,Chickasaw County,Woodland,2.5
City,Woodland,CA,Yolo County,Woodland,8.8
City,Woodland,GA,Talbot County,Woodland,7.2
City,Woodland,MN,Hennepin County,Woodland,5.7
City,Woodland,ME,Aroostook County,Woodland,5.0
City,Woodland Beach,MI,Monroe County,Woodland Beach,4.8
City,Woodland Heights,PA,Venango County,Woodland Heights,2.4
City,Woodland Hills,UT,Utah County,Woodland Hills,5.8
City,Woodland Mills,TN,Obion County,Woodland Mills,1.6
City,Woodland Park,CO,Teller County,Woodland Park,4.1
City,Woodland Park,NJ,Passaic County,Woodland Park,5.2
City,Woodland Township,NJ,Burlington County,Woodland Township,6.7
City,Woodlawn,IL,Jefferson County,Woodlawn,3.2
City,Woodlawn,OH,Hamilton County,Woodlawn,2.4
City,Woodlawn,KY,Campbell County,Woodlawn,4.8
City,Woodlawn,MD,Prince Georges County,Woodlawn,2.3
City,Woodlawn,VA,Carroll County,Woodlawn,-1.7
City,Woodlawn,TN,Montgomery County,Woodlawn,3.4
City,Woodlawn Heights,IN,Madison County,Woodlawn Heights,6.2
City,Woodlawn Park,OK,Oklahoma County,Woodlawn Park,4.5
City,Woodleaf,NC,Rowan County,Woodleaf,2.6
City,Woodloch,TX,Montgomery County,Woodloch,7.6
City,Woodlyn,PA,Delaware County,Woodlyn,3.9
City,Woodman,WI,Grant County,Woodman,5.4
City,Woodmere,OH,Cuyahoga County,Woodmere,4.0
City,Woodmere,NY,Nassau County,Woodmere,5.4
City,Woodmont,CT,New Haven County,Woodmont,4.4
City,Woodridge,NY,Sullivan County,Woodridge,4.5
City,Woodridge,IL,DuPage County,Woodridge,4.5
City,Woodrow,CO,Washington County,Woodrow,2.2
City,Woodruff,AZ,Navajo County,Woodruff,7.0
City,Woodruff,SC,Spartanburg County,Woodruff,7.7
City,Woodruff,WI,Vilas County,Woodruff,4.6
City,Woods Cross,UT,Davis County,Woods Cross,4.1
City,Woods Hole,MA,Barnstable County,Woods Hole,4.3
City,Woodsboro,MD,Frederick County,Woodsboro,2.9
City,Woodsboro,TX,Refugio County,Woodsboro,1.9
City,Woodsfield,OH,Monroe County,Woodsfield,3.0
City,Woodside,CA,San Mateo County,Woodside,4.7
City,Woodside,DE,Kent County,Woodside,3.2
City,Woodside,PA,Bucks County,Woodside,2.5
City,Woodson,IL,Morgan County,Woodson,4.6
City,Woodson,TX,Throckmorton County,Woodson,-3.4
City,Woodson,AR,Pulaski County,Woodson,-6.4
City,Woodson Terrace,MO,Saint Louis County,Woodson Terrace,6.6
City,Woodstock,CT,Windham County,Woodstock,5.4
City,Woodstock,OH,Champaign County,Woodstock,4.8
City,Woodstock,VA,Shenandoah County,Woodstock,4.4
City,Woodstock,MD,Howard County,Woodstock,3.4
City,Woodstock,NH,Grafton County,Woodstock,4.6
City,Woodstock,AL,Bibb County,Woodstock,4.2
City,Woodstock,GA,Cherokee County,Woodstock,6.2
City,Woodstock,IL,McHenry County,Woodstock,2.4
City,Woodstock,MN,Pipestone County,Woodstock,9.1
City,Woodstock,NY,Ulster County,Woodstock,4.5
City,Woodstock,ME,Oxford County,Woodstock,3.2
City,Woodstock,VT,Windsor County,Woodstock,4.1
City,Woodstown,NJ,Salem County,Woodstown,6.4
City,Woodville,TX,Tyler County,Woodville,3.2
City,Woodville,VA,Rappahannock County,Woodville,3.9
City,Woodville,WI,Saint Croix County,Woodville,6.1
City,Woodville,GA,Greene County,Woodville,2.7
City,Woodville,AL,Jackson County,Woodville,3.5
City,Woodville,OH,Sandusky County,Woodville,3.8
City,Woodville,WI,Calumet County,Woodville,3.5
City,Woodward,OK,Woodward County,Woodward,2.7
City,Woodward,PA,Centre County,Woodward,-4.0
City,Woodward,IA,Dallas County,Woodward,5.1
City,Woodward Township,PA,Clearfield County,Woodward Township,3.5
City,Woodward Township,PA,Clinton County,Woodward Township,4.0
City,Woodward Township,PA,Lycoming County,Woodward Township,3.9
City,Woodway,TX,McLennan County,Woodway,3.6
City,Woodway,WA,Snohomish County,Woodway,5.0
City,Woodworth,ND,Stutsman County,Woodworth,-0.4
City,Woodworth,LA,Rapides Parish,Woodworth,1.1
City,Woody,CA,Kern County,Woody,-5.6
City,Woody Creek,CO,Pitkin County,Woody Creek,4.5
City,Wooldridge,MO,Cooper County,Wooldridge,4.2
City,Woolford,MD,Dorchester County,Woolford,2.7
City,Woolsey,GA,Fayette County,Woolsey,5.0
City,Woolstock,IA,Wright County,Woolstock,3.6
City,Woolwich,ME,Sagadahoc County,Woolwich,3.1
City,Woolwich Township,NJ,Gloucester County,Woolwich Township,6.0
City,Woolwine,VA,Patrick County,Woolwine,3.5
City,Woonsocket,RI,Providence County,Woonsocket,3.9
City,Wooster,OH,Wayne County,Wooster,5.2
City,Wooster,AR,Faulkner County,Wooster,5.7
City,Wooton,KY,Leslie County,Wooton,5.6
City,Worcester,MA,Worcester County,Worcester,5.7
City,Worcester,VT,Washington County,Worcester,-0.2
City,Worden,MT,Yellowstone County,Worden,-3.5
City,Worden,IL,Madison County,Worden,6.7
City,Worland,WY,Washakie County,Worland,4.3
City,Worley,ID,Kootenai County,Worley,7.8
City,Wormleysburg,PA,Cumberland County,Wormleysburg,4.6
City,Worth,IL,Cook County,Worth,4.5
City,Worth Township,PA,Butler County,Worth Township,7.6
City,Worth Township,PA,Centre County,Worth Township,8.6
City,Wortham,TX,Freestone County,Wortham,2.5
City,Worthing,SD,Lincoln County,Worthing,0.2
City,Worthington,IN,Greene County,Worthington,2.5
City,Worthington,WV,Marion County,Worthington,5.2
City,Worthington,KY,Greenup County,Worthington,-10.3
City,Worthington,MA,Hampshire County,Worthington,1.9
City,Worthington,MN,Nobles County,Worthington,4.0
City,Worthington,PA,Armstrong County,Worthington,7.9
City,Worthington,IA,Dubuque County,Worthington,2.8
City,Worthington,OH,Franklin County,Worthington,6.8
City,Worthington Springs,FL,Union County,Worthington Springs,2.6
City,Worthville,PA,Jefferson County,Worthville,6.4
City,Worthville,KY,Owen County,Worthville,9.3
City,Worton,MD,Kent County,Worton,3.1
City,Wrangell,AK,Wrangell Borough,Wrangell,4.4
City,Wray,CO,Yuma County,Wray,5.9
City,Wren,OH,Van Wert County,Wren,6.7
City,Wrens,GA,Jefferson County,Wrens,6.4
City,Wrenshall,MN,Carlton County,Wrenshall,5.7
City,Wrentham,MA,Norfolk County,Wrentham,2.9
City,Wright,KS,Ford County,Wright,0.0
City,Wright,MN,Carlton County,Wright,4.0
City,Wright,WY,Campbell County,Wright,3.7
City,Wright,FL,Okaloosa County,Wright,5.9
City,Wright,NY,Schoharie County,Wright,3.9
City,Wright City,MO,Warren County,Wright City,4.1
City,Wright City,OK,McCurtain County,Wright City,7.0
City,Wrightstown,NJ,Burlington County,Wrightstown,2.8
City,Wrightstown,WI,Brown County,Wrightstown,4.8
City,Wrightstown Township,PA,Bucks County,Wrightstown Township,4.6
City,Wrightsville,PA,York County,Wrightsville,3.8
City,Wrightsville,GA,Johnson County,Wrightsville,3.2
City,Wrightsville Beach,NC,New Hanover County,Wrightsville Beach,5.2
City,Wrightwood,CA,San Bernardino County,Wrightwood,4.3
City,Wurtland,KY,Greenup County,Wurtland,6.9
City,Wurtsboro,NY,Sullivan County,Wurtsboro,5.1
City,Wyalusing Township,PA,Bradford County,Wyalusing Township,4.0
City,Wyandanch,NY,Suffolk County,Wyandanch,1.2
City,Wyandotte,OK,Ottawa County,Wyandotte,2.3
City,Wyandotte,MI,Wayne County,Wyandotte,5.5
City,Wyanet,IL,Bureau County,Wyanet,2.5
City,Wyatt,IN,Saint Joseph County,Wyatt,16.4
City,Wyatt,MO,Mississippi County,Wyatt,22.1
City,Wyckoff,NJ,Bergen County,Wyckoff,5.6
City,Wye,MT,Missoula County,Wye,4.9
City,Wye Mills,MD,Talbot County,Wye Mills,3.2
City,Wyeville,WI,Monroe County,Wyeville,0.7
City,Wykoff,MN,Fillmore County,Wykoff,0.3
City,Wylie,TX,Collin County,Wylie,3.5
City,Wylliesburg,VA,Charlotte County,Wylliesburg,15.1
City,Wyman,ME,Franklin County,Wyman,-8.4
City,Wymore,NE,Gage County,Wymore,4.9
City,Wynantskill,NY,Rensselaer County,Wynantskill,3.6
City,Wyncote,PA,Montgomery County,Wyncote,3.7
City,Wyndmere,ND,Richland County,Wyndmere,4.4
City,Wynne,AR,Cross County,Wynne,3.5
City,Wynnewood,PA,Montgomery County,Wynnewood,2.7
City,Wynnewood,OK,Garvin County,Wynnewood,2.8
City,Wynona,OK,Osage County,Wynona,5.8
City,Wynot,NE,Cedar County,Wynot,1.7
City,Wyocena,WI,Columbia County,Wyocena,4.1
City,Wyoming,IA,Jones County,Wyoming,5.6
City,Wyoming,MN,Chisago County,Wyoming,4.2
City,Wyoming,MI,Kent County,Wyoming,5.2
City,Wyoming,DE,Kent County,Wyoming,4.8
City,Wyoming,OH,Hamilton County,Wyoming,2.8
City,Wyoming,WV,Wyoming County,Wyoming,-8.8
City,Wyoming,PA,Luzerne County,Wyoming,4.6
City,Wyoming,NY,Wyoming County,Wyoming,4.4
City,Wyoming,IL,Stark County,Wyoming,3.7
City,Wyomissing,PA,Berks County,Wyomissing,4.7
City,Wysox Township,PA,Bradford County,Wysox Township,3.0
City,Wytheville,VA,Wythe County,Wytheville,5.0
City,Xenia,OH,Greene County,Xenia,4.8
City,Xenia,IL,Clay County,Xenia,4.1
City,Yachats,OR,Lincoln County,Yachats,3.2
City,Yacolt,WA,Clark County,Yacolt,4.6
City,Yadkinville,NC,Yadkin County,Yadkinville,4.8
City,Yakima,WA,Yakima County,Yakima,3.9
City,Yalaha,FL,Lake County,Yalaha,4.0
City,Yale,MI,Saint Clair County,Yale,4.6
City,Yale,OK,Payne County,Yale,2.7
City,Yale,IA,Guthrie County,Yale,4.7
City,Yale,VA,Sussex County,Yale,7.3
City,Yamhill,OR,Yamhill County,Yamhill,6.6
City,Yampa,CO,Routt County,Yampa,5.5
City,Yancey,TX,Medina County,Yancey,4.5
City,Yanceyville,NC,Caswell County,Yanceyville,2.7
City,Yankee Lake,OH,Trumbull County,Yankee Lake,1.8
City,Yankeetown,FL,Levy County,Yankeetown,4.7
City,Yankton,SD,Yankton County,Yankton,4.3
City,Yantis,TX,Wood County,Yantis,0.8
City,Yaphank,NY,Suffolk County,Yaphank,6.7
City,Yardley,PA,Bucks County,Yardley,4.5
City,Yarmouth,IA,Des Moines County,Yarmouth,4.7
City,Yarmouth,ME,Cumberland County,Yarmouth,8.8
City,Yarmouth,MA,Barnstable County,Yarmouth,3.5
City,Yarnell,AZ,Yavapai County,Yarnell,9.7
City,Yarrow Point,WA,King County,Yarrow Point,5.3
City,Yates,NY,Orleans County,Yates,4.0
City,Yates Center,KS,Woodson County,Yates Center,2.4
City,Yates City,IL,Knox County,Yates City,6.8
City,Yatesville,GA,Upson County,Yatesville,4.4
City,Yawkey,WV,Lincoln County,Yawkey,4.3
City,Yazoo City,MS,Yazoo County,Yazoo City,3.5
City,Yeaddiss,KY,Leslie County,Yeaddiss,-6.4
City,Yeadon,PA,Delaware County,Yeadon,5.4
City,Yeager,OK,Hughes County,Yeager,4.2
City,Yeagertown,PA,Mifflin County,Yeagertown,3.7
City,Yellow Bluff,AL,Wilcox County,Yellow Bluff,3.1
City,Yellow Jacket,CO,Montezuma County,Yellow Jacket,3.7
City,Yellow Pine,ID,Valley County,Yellow Pine,4.4
City,Yellow Spring,WV,Hampshire County,Yellow Spring,3.7
City,Yellow Springs,OH,Greene County,Yellow Springs,5.5
City,Yellville,AR,Marion County,Yellville,4.7
City,Yelm,WA,Thurston County,Yelm,7.5
City,Yemassee,SC,Hampton County,Yemassee,4.3
City,Yeoman,IN,Carroll County,Yeoman,2.9
City,Yerington,NV,Lyon County,Yerington,7.6
City,Yermo,CA,San Bernardino County,Yermo,14.8
City,Yetter,IA,Calhoun County,Yetter,6.9
City,Yoakum,TX,Lavaca County,Yoakum,4.8
City,Yoder,WY,Goshen County,Yoder,5.3
City,Yoder,CO,El Paso County,Yoder,2.2
City,Yolo,CA,Yolo County,Yolo,5.0
City,Yolyn,WV,Logan County,Yolyn,2.7
City,Yoncalla,OR,Douglas County,Yoncalla,5.4
City,Yonkers,NY,Westchester County,Yonkers,7.8
City,Yorba Linda,CA,Orange County,Yorba Linda,7.2
City,York,AL,Sumter County,York,2.1
City,York,NE,York County,York,4.7
City,York,SC,York County,York,6.0
City,York,PA,York County,York,3.9
City,York,WI,Dane County,York,2.1
City,York,ME,York County,York,6.2
City,York Haven,PA,York County,York Haven,4.0
City,York Springs,PA,Adams County,York Springs,7.3
City,Yorklyn,DE,New Castle County,Yorklyn,-0.3
City,Yorkshire,OH,Darke County,Yorkshire,3.8
City,Yorkshire,VA,Prince William County,Yorkshire,5.5
City,Yorktown,IA,Page County,Yorktown,9.2
City,Yorktown,TX,De Witt County,Yorktown,4.4
City,Yorktown,IN,Delaware County,Yorktown,3.8
City,Yorktown,VA,York County,Yorktown,2.1
City,Yorkville,CA,Mendocino County,Yorkville,-12.3
City,Yorkville,OH,Jefferson County,Yorkville,3.6
City,Yorkville,NY,Oneida County,Yorkville,6.3
City,Yorkville,IL,Kendall County,Yorkville,3.5
City,Yorkville,TN,Gibson County,Yorkville,2.0
City,Yorkville,WI,Racine County,Yorkville,4.6
City,Yosemite,KY,Casey County,Yosemite,4.0
City,Young,AZ,Gila County,Young,1.1
City,Young Harris,GA,Towns County,Young Harris,4.5
City,Young Township,PA,Indiana County,Young Township,7.5
City,Youngstown,NY,Niagara County,Youngstown,4.4
City,Youngstown,FL,Bay County,Youngstown,5.3
City,Youngstown,OH,Mahoning County,Youngstown,4.1
City,Youngstown,PA,Westmoreland County,Youngstown,4.0
City,Youngsville,NM,Rio Arriba County,Youngsville,3.1
City,Youngsville,NC,Franklin County,Youngsville,5.7
City,Youngsville,PA,Warren County,Youngsville,5.4
City,Youngsville,LA,Lafayette Parish,Youngsville,4.0
City,Youngtown,AZ,Maricopa County,Youngtown,6.1
City,Youngwood,PA,Westmoreland County,Youngwood,1.6
City,Yountville,CA,Napa County,Yountville,37.6
City,Ypsilanti,MI,Washtenaw County,Ypsilanti,5.6
City,Ypsilanti,ND,Stutsman County,Ypsilanti,5.6
City,Yreka,CA,Siskiyou County,Yreka,1.4
City,Yuba,WI,Richland County,Yuba,3.4
City,Yuba City,CA,Sutter County,Yuba City,4.3
City,Yucaipa,CA,San Bernardino County,Yucaipa,4.0
City,Yucca,AZ,Mohave County,Yucca,-2.9
City,Yucca Valley,CA,San Bernardino County,Yucca Valley,7.2
City,Yukon,MO,Texas County,Yukon,1.0
City,Yukon,OK,Canadian County,Yukon,4.0
City,Yulee,FL,Nassau County,Yulee,5.7
City,Yuma,AZ,Yuma County,Yuma,2.7
City,Yuma,CO,Yuma County,Yuma,3.9
City,Yutan,NE,Saunders County,Yutan,4.9
City,Zachary,LA,East Baton Rouge Parish,Zachary,3.5
City,Zahl,ND,Williams County,Zahl,17.5
City,Zaleski,OH,Vinton County,Zaleski,0.3
City,Zalma,MO,Bollinger County,Zalma,6.0
City,Zamora,CA,Yolo County,Zamora,7.2
City,Zanesfield,OH,Logan County,Zanesfield,2.7
City,Zanesville,OH,Muskingum County,Zanesville,4.9
City,Zanesville,IN,Wells County,Zanesville,4.1
City,Zanoni,MO,Ozark County,Zanoni,6.3
City,Zap,ND,Mercer County,Zap,5.3
City,Zapata,TX,Zapata County,Zapata,2.6
City,Zavalla,TX,Angelina County,Zavalla,4.3
City,Zearing,IA,Story County,Zearing,8.4
City,Zeb,OK,Cherokee County,Zeb,3.8
City,Zebulon,NC,Wake County,Zebulon,3.9
City,Zebulon,GA,Pike County,Zebulon,4.6
City,Zeeland,MI,Ottawa County,Zeeland,3.9
City,Zeigler,IL,Franklin County,Zeigler,-1.6
City,Zelienople,PA,Butler County,Zelienople,5.9
City,Zellwood,FL,Orange County,Zellwood,2.8
City,Zemple,MN,Itasca County,Zemple,1.2
City,Zenda,KS,Kingman County,Zenda,13.6
City,Zenia,CA,Trinity County,Zenia,-2.8
City,Zephyr,TX,Brown County,Zephyr,4.4
City,Zephyr Cove,NV,Douglas County,Zephyr Cove,6.3
City,Zephyrhills,FL,Pasco County,Zephyrhills,6.7
City,Zillah,WA,Yakima County,Zillah,4.7
City,Zimmerman,MN,Sherburne County,Zimmerman,3.1
City,Zinc,AR,Boone County,Zinc,1.8
City,Zion,IL,Lake County,Zion,1.0
City,Zion,PA,Centre County,Zion,3.7
City,Zionsville,IN,Boone County,Zionsville,3.7
City,Zionville,NC,Watauga County,Zionville,5.1
City,Zirconia,NC,Henderson County,Zirconia,11.7
City,Zoar,OH,Tuscarawas County,Zoar,10.4
City,Zolfo Springs,FL,Hardee County,Zolfo Springs,4.2
City,Zuehl,TX,Guadalupe County,Zuehl,1.6
City,Zumbro Falls,MN,Wabasha County,Zumbro Falls,3.7
City,Zumbrota,MN,Goodhue County,Zumbrota,3.6
City,Zuni,VA,Isle of Wight County,Zuni,3.7
City,Zwingle,IA,Jackson County,Zwingle,4.2
City,Zwolle,LA,Sabine Parish,Zwolle,4.3
Neighborhood,10th and Page,VA,Albemarle County,Charlottesville,13.1
Neighborhood,11th Street Bridge,DE,New Castle County,Wilmington,-22.4
